route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
870,22,224061,City (School Bus),,1,11368,9202,1
870,21,224062,City (School Bus),,1,11367,9202,1
870,21,224063,City (School Bus),,1,11010,9202,1
873,21,224067,Mt Barker (School Bus),,1,11355,11764,1
875,21,224068,Heathfield High and Primary Schools (School Bus),,0,11004,8403,1
875,45,224069,Stirling (School Bus),,1,11012,8407,1
879,45,224074,Woodside (School Bus),,1,11016,8387,1
879,23,224075,Lobethal (School Bus),,1,11357,13514,1
879,21,224076,Heathfield High School (School Bus),,0,11016,8389,1
880,21,224077,Lobethal (School Bus),,1,11365,8386,1
880,21,224078,Cornerstone College (School Bus),,0,11019,8384,1
881,21,224079,Mount Barker Waldorf School (School Bus),,0,11349,11435,1
881,21,224080,Crafers (School Bus),,1,11363,8385,1
886,21,224094,Cabra College (School Bus),,0,11361,14422,1
871,21,337681,Stirling (School Bus),,1,11201,11776,1
871,21,337682,Glenunga International High School (School Bus),,0,11014,11775,1
875T,23,403510,Summertown (School Bus),,1,11008,13502,1
GLNELG,3001,549917,Entertainment Centre,,0,802,13673,1
GLNELG,3001,549918,Entertainment Centre,,0,801,13676,1
GLNELG,3001,549919,Entertainment Centre,,0,803,13676,1
GLNELG,3001,549920,Entertainment Centre,,0,804,13676,1
GLNELG,3001,549921,Royal Adelaide Hospital,,0,805,13671,1
BTANIC,3001,549922,Entertainment Centre,,0,801,13669,1
GLNELG,3001,549923,Entertainment Centre,,0,806,13676,1
GLNELG,3001,549924,Royal Adelaide Hospital,,0,807,13671,1
GLNELG,3001,549925,Entertainment Centre,,0,808,13676,1
GLNELG,3001,549926,Royal Adelaide Hospital,,0,809,13671,1
BTANIC,3001,549927,Entertainment Centre,,0,804,13669,1
GLNELG,3001,549928,Royal Adelaide Hospital,,0,810,13671,1
GLNELG,3001,549929,Entertainment Centre,,0,811,13676,1
GLNELG,3001,549930,Royal Adelaide Hospital,,0,802,13671,1
BTANIC,3001,549931,Entertainment Centre,,0,801,13669,1
GLNELG,3001,549932,Royal Adelaide Hospital,,0,812,13671,1
BTANIC,3001,549933,Entertainment Centre,,0,806,13669,1
GLNELG,3001,549934,Royal Adelaide Hospital,,0,813,13671,1
BTANIC,3001,549935,Entertainment Centre,,0,808,13669,1
GLNELG,3001,549936,Royal Adelaide Hospital,,0,803,13671,1
BTANIC,3001,549937,Entertainment Centre,,0,804,13669,1
GLNELG,3001,549938,Royal Adelaide Hospital,,0,814,13671,1
BTANIC,3001,549939,Entertainment Centre,,0,811,13669,1
GLNELG,3001,549940,Royal Adelaide Hospital,,0,805,13671,1
BTANIC,3001,549941,Entertainment Centre,,0,801,13669,1
GLNELG,3001,549942,Entertainment Centre,,0,815,13676,1
GLNELG,3001,549943,Royal Adelaide Hospital,,0,816,13671,1
BTANIC,3001,549944,Entertainment Centre,,0,806,13669,1
GLNELG,3001,549945,Entertainment Centre,,0,817,13676,1
GLNELG,3001,549946,Royal Adelaide Hospital,,0,807,13671,1
BTANIC,3001,549947,Entertainment Centre,,0,808,13669,1
GLNELG,3001,549948,Entertainment Centre,,0,818,13676,1
GLNELG,3001,549949,Royal Adelaide Hospital,,0,809,13671,1
BTANIC,3001,549950,Entertainment Centre,,0,804,13669,1
GLNELG,3001,549951,Entertainment Centre,,0,819,13676,1
GLNELG,3001,549952,Royal Adelaide Hospital,,0,810,13671,1
BTANIC,3001,549953,Entertainment Centre,,0,811,13669,1
GLNELG,3001,549954,Entertainment Centre,,0,820,13676,1
GLNELG,3001,549955,Royal Adelaide Hospital,,0,802,13671,1
BTANIC,3001,549956,Entertainment Centre,,0,801,13669,1
GLNELG,3001,549957,Entertainment Centre,,0,821,13676,1
GLNELG,3001,549958,Royal Adelaide Hospital,,0,812,13671,1
BTANIC,3001,549959,Entertainment Centre,,0,806,13669,1
GLNELG,3001,549960,Royal Adelaide Hospital,,0,813,13671,1
BTANIC,3001,549961,Entertainment Centre,,0,808,13669,1
GLNELG,3001,549962,Royal Adelaide Hospital,,0,803,13671,1
BTANIC,3001,549963,Entertainment Centre,,0,804,13669,1
GLNELG,3001,549964,Royal Adelaide Hospital,,0,814,13671,1
BTANIC,3001,549965,Entertainment Centre,,0,811,13669,1
GLNELG,3001,549966,Royal Adelaide Hospital,,0,805,13671,1
BTANIC,3001,549967,Entertainment Centre,,0,801,13669,1
GLNELG,3001,549968,Royal Adelaide Hospital,,0,816,13671,1
BTANIC,3001,549969,Entertainment Centre,,0,806,13669,1
GLNELG,3001,549970,Royal Adelaide Hospital,,0,807,13671,1
BTANIC,3001,549971,Entertainment Centre,,0,808,13669,1
GLNELG,3001,549972,Royal Adelaide Hospital,,0,809,13671,1
BTANIC,3001,549973,Entertainment Centre,,0,804,13669,1
GLNELG,3001,549974,Royal Adelaide Hospital,,0,810,13671,1
BTANIC,3001,549975,Entertainment Centre,,0,811,13669,1
GLNELG,3001,549976,Royal Adelaide Hospital,,0,802,13671,1
BTANIC,3001,549977,Entertainment Centre,,0,801,13669,1
GLNELG,3001,549978,Royal Adelaide Hospital,,0,812,13671,1
BTANIC,3001,549979,Entertainment Centre,,0,806,13669,1
GLNELG,3001,549980,Royal Adelaide Hospital,,0,813,13671,1
BTANIC,3001,549981,Entertainment Centre,,0,808,13669,1
GLNELG,3001,549982,Royal Adelaide Hospital,,0,803,13671,1
BTANIC,3001,549983,Entertainment Centre,,0,804,13669,1
GLNELG,3001,549984,Royal Adelaide Hospital,,0,814,13671,1
BTANIC,3001,549985,Entertainment Centre,,0,811,13669,1
GLNELG,3001,549986,Royal Adelaide Hospital,,0,805,13671,1
BTANIC,3001,549987,Entertainment Centre,,0,801,13669,1
GLNELG,3001,549988,Royal Adelaide Hospital,,0,816,13671,1
BTANIC,3001,549989,Entertainment Centre,,0,806,13669,1
GLNELG,3001,549990,Royal Adelaide Hospital,,0,807,13671,1
BTANIC,3001,549991,Entertainment Centre,,0,808,13669,1
GLNELG,3001,549992,Royal Adelaide Hospital,,0,809,13671,1
BTANIC,3001,549993,Entertainment Centre,,0,804,13669,1
GLNELG,3001,549994,Royal Adelaide Hospital,,0,810,13671,1
BTANIC,3001,549995,Entertainment Centre,,0,811,13669,1
GLNELG,3001,549996,Royal Adelaide Hospital,,0,802,13671,1
BTANIC,3001,549997,Entertainment Centre,,0,801,13669,1
GLNELG,3001,549998,Royal Adelaide Hospital,,0,812,13671,1
BTANIC,3001,549999,Entertainment Centre,,0,806,13669,1
GLNELG,3001,550000,Royal Adelaide Hospital,,0,813,13671,1
BTANIC,3001,550001,Entertainment Centre,,0,808,13669,1
GLNELG,3001,550002,Royal Adelaide Hospital,,0,803,13671,1
BTANIC,3001,550003,Entertainment Centre,,0,804,13669,1
GLNELG,3001,550004,Royal Adelaide Hospital,,0,814,13671,1
BTANIC,3001,550005,Entertainment Centre,,0,811,13669,1
GLNELG,3001,550006,Royal Adelaide Hospital,,0,805,13671,1
BTANIC,3001,550007,Entertainment Centre,,0,801,13669,1
GLNELG,3001,550008,Royal Adelaide Hospital,,0,816,13671,1
BTANIC,3001,550009,Entertainment Centre,,0,806,13669,1
GLNELG,3001,550010,Royal Adelaide Hospital,,0,807,13671,1
BTANIC,3001,550011,Entertainment Centre,,0,808,13669,1
GLNELG,3001,550012,Royal Adelaide Hospital,,0,809,13671,1
BTANIC,3001,550013,Entertainment Centre,,0,804,13669,1
GLNELG,3001,550014,Royal Adelaide Hospital,,0,810,13671,1
BTANIC,3001,550015,Entertainment Centre,,0,811,13669,1
GLNELG,3001,550016,Royal Adelaide Hospital,,0,802,13671,1
BTANIC,3001,550017,Entertainment Centre,,0,801,13669,1
GLNELG,3001,550018,Royal Adelaide Hospital,,0,812,13671,1
BTANIC,3001,550019,Entertainment Centre,,0,806,13669,1
GLNELG,3001,550020,Royal Adelaide Hospital,,0,813,13671,1
BTANIC,3001,550021,Entertainment Centre,,0,808,13669,1
GLNELG,3001,550022,Royal Adelaide Hospital,,0,803,13671,1
BTANIC,3001,550023,Entertainment Centre,,0,804,13669,1
GLNELG,3001,550024,Royal Adelaide Hospital,,0,814,13671,1
BTANIC,3001,550025,Entertainment Centre,,0,811,13669,1
GLNELG,3001,550026,Royal Adelaide Hospital,,0,805,13671,1
BTANIC,3001,550027,Entertainment Centre,,0,801,13669,1
GLNELG,3001,550028,Royal Adelaide Hospital,,0,816,13671,1
BTANIC,3001,550029,Entertainment Centre,,0,806,13669,1
GLNELG,3001,550030,Royal Adelaide Hospital,,0,807,13671,1
BTANIC,3001,550031,Entertainment Centre,,0,808,13669,1
GLNELG,3001,550032,Royal Adelaide Hospital,,0,809,13671,1
BTANIC,3001,550033,Entertainment Centre,,0,804,13669,1
GLNELG,3001,550034,Royal Adelaide Hospital,,0,810,13671,1
BTANIC,3001,550035,Entertainment Centre,,0,811,13669,1
GLNELG,3001,550036,Royal Adelaide Hospital,,0,802,13671,1
BTANIC,3001,550037,Entertainment Centre,,0,801,13669,1
GLNELG,3001,550038,Royal Adelaide Hospital,,0,812,13671,1
BTANIC,3001,550039,Entertainment Centre,,0,806,13669,1
GLNELG,3001,550040,Royal Adelaide Hospital,,0,813,13671,1
BTANIC,3001,550041,Entertainment Centre,,0,808,13669,1
GLNELG,3001,550042,Royal Adelaide Hospital,,0,803,13671,1
BTANIC,3001,550043,Entertainment Centre,,0,804,13669,1
GLNELG,3001,550044,Royal Adelaide Hospital,,0,814,13671,1
BTANIC,3001,550045,Entertainment Centre,,0,811,13669,1
GLNELG,3001,550046,Royal Adelaide Hospital,,0,805,13671,1
BTANIC,3001,550047,Entertainment Centre,,0,801,13669,1
GLNELG,3001,550048,Entertainment Centre,,0,815,13673,1
GLNELG,3001,550049,Royal Adelaide Hospital,,0,816,13671,1
BTANIC,3001,550050,Entertainment Centre,,0,806,13669,1
GLNELG,3001,550051,Entertainment Centre,,0,817,13673,1
GLNELG,3001,550052,Royal Adelaide Hospital,,0,807,13671,1
BTANIC,3001,550053,Entertainment Centre,,0,808,13669,1
GLNELG,3001,550054,Entertainment Centre,,0,818,13673,1
GLNELG,3001,550055,Royal Adelaide Hospital,,0,809,13671,1
BTANIC,3001,550056,Entertainment Centre,,0,804,13669,1
GLNELG,3001,550057,Entertainment Centre,,0,819,13673,1
GLNELG,3001,550058,Royal Adelaide Hospital,,0,810,13671,1
BTANIC,3001,550059,Entertainment Centre,,0,811,13669,1
GLNELG,3001,550060,Entertainment Centre,,0,820,13673,1
GLNELG,3001,550061,Royal Adelaide Hospital,,0,802,13671,1
BTANIC,3001,550062,Entertainment Centre,,0,801,13669,1
GLNELG,3001,550063,Entertainment Centre,,0,821,13673,1
GLNELG,3001,550064,Royal Adelaide Hospital,,0,812,13671,1
BTANIC,3001,550065,Entertainment Centre,,0,806,13669,1
GLNELG,3001,550066,Royal Adelaide Hospital,,0,813,13671,1
BTANIC,3001,550067,Entertainment Centre,,0,808,13669,1
GLNELG,3001,550068,Royal Adelaide Hospital,,0,803,13671,1
BTANIC,3001,550069,Entertainment Centre,,0,804,13669,1
GLNELG,3001,550070,Royal Adelaide Hospital,,0,814,13671,1
BTANIC,3001,550071,Entertainment Centre,,0,811,13669,1
GLNELG,3001,550072,Royal Adelaide Hospital,,0,805,13671,1
BTANIC,3001,550073,Entertainment Centre,,0,801,13669,1
GLNELG,3001,550074,Royal Adelaide Hospital,,0,816,13671,1
BTANIC,3001,550075,Entertainment Centre,,0,806,13669,1
GLNELG,3001,550076,Royal Adelaide Hospital,,0,807,13671,1
BTANIC,3001,550077,Entertainment Centre,,0,808,13669,1
GLNELG,3001,550078,Royal Adelaide Hospital,,0,809,13671,1
BTANIC,3001,550079,Entertainment Centre,,0,804,13669,1
GLNELG,3001,550080,Royal Adelaide Hospital,,0,817,13671,1
BTANIC,3001,550081,Entertainment Centre,,0,811,13669,1
GLNELG,3001,550082,Royal Adelaide Hospital,,0,802,13671,1
BTANIC,3001,550083,Entertainment Centre,,0,801,13669,1
GLNELG,3001,550084,Royal Adelaide Hospital,,0,812,13671,1
BTANIC,3001,550085,Entertainment Centre,,0,806,13669,1
GLNELG,3001,550086,Royal Adelaide Hospital,,0,820,13671,1
BTANIC,3001,550087,Entertainment Centre,,0,808,13669,1
GLNELG,3001,550088,Royal Adelaide Hospital,,0,803,13671,1
BTANIC,3001,550089,Entertainment Centre,,0,804,13669,1
GLNELG,3001,550090,Royal Adelaide Hospital,,0,814,13671,1
BTANIC,3001,550091,Entertainment Centre,,0,811,13669,1
GLNELG,3001,550092,Royal Adelaide Hospital,,0,816,13671,1
BTANIC,3001,550093,Entertainment Centre,,0,801,13669,1
GLNELG,3001,550094,Royal Adelaide Hospital,,0,807,13671,1
BTANIC,3001,550095,Entertainment Centre,,0,806,13669,1
GLNELG,3001,550096,Royal Adelaide Hospital,,0,817,13671,1
BTANIC,3001,550097,Entertainment Centre,,0,804,13669,1
GLNELG,3001,550098,Royal Adelaide Hospital,,0,802,13671,1
BTANIC,3001,550099,Entertainment Centre,,0,811,13669,1
GLNELG,3001,550100,Royal Adelaide Hospital,,0,803,13671,1
BTANIC,3001,550101,Entertainment Centre,,0,801,13669,1
GLNELG,3001,550102,Royal Adelaide Hospital,,0,814,13671,1
BTANIC,3001,550103,Entertainment Centre,,0,804,13669,1
GLNELG,3001,550104,Royal Adelaide Hospital,,0,816,13671,1
BTANIC,3001,550105,Entertainment Centre,,0,811,13669,1
GLNELG,3001,550106,Royal Adelaide Hospital,,0,807,13671,1
BTANIC,3001,550107,Entertainment Centre,,0,801,13669,1
GLNELG,3001,550108,Royal Adelaide Hospital,,0,806,13671,1
BTANIC,3001,550109,Entertainment Centre,,0,804,13669,1
GLNELG,3001,550110,Royal Adelaide Hospital,,0,803,13671,1
BTANIC,3001,550111,Entertainment Centre,,0,811,13669,1
GLNELG,3001,550112,Royal Adelaide Hospital,,0,814,13671,1
BTANIC,3001,550113,Entertainment Centre,,0,801,13669,1
GLNELG,3001,550114,Royal Adelaide Hospital,,0,816,13671,1
BTANIC,3001,550115,Entertainment Centre,,0,804,13669,1
GLNELG,3001,550116,Royal Adelaide Hospital,,0,807,13671,1
BTANIC,3001,550117,Entertainment Centre,,0,811,13669,1
GLNELG,3001,550118,Royal Adelaide Hospital,,0,806,13671,1
BTANIC,3001,550119,Entertainment Centre,,0,801,13669,1
GLNELG,3001,550120,Glenelg,,1,801,13680,1
GLNELG,3001,550121,Glenelg,,1,803,13680,1
GLNELG,3001,550122,Glenelg,,1,804,13680,1
GLNELG,3001,550123,Glenelg,,1,805,13680,1
GLNELG,3001,550124,Glenelg,,1,806,13680,1
GLNELG,3001,550125,Glenelg,,1,807,13680,1
GLNELG,3001,550126,Glenelg,,1,808,13680,1
GLNELG,3001,550127,Glenelg,,1,809,13680,1
GLNELG,3001,550128,Glenelg,,1,810,13680,1
GLNELG,3001,550129,Glenelg,,1,802,13674,1
BTANIC,3001,550130,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550131,Glenelg,,1,811,13680,1
GLNELG,3001,550132,Glenelg,,1,812,13680,1
GLNELG,3001,550133,Glenelg,,1,813,13680,1
GLNELG,3001,550134,Glenelg,,1,803,13674,1
BTANIC,3001,550135,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550136,Glenelg,,1,814,13680,1
GLNELG,3001,550137,Glenelg,,1,805,13672,1
BTANIC,3001,550138,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550139,Glenelg,,1,815,13680,1
GLNELG,3001,550140,Glenelg,,1,816,13680,1
GLNELG,3001,550141,Glenelg,,1,807,13672,1
BTANIC,3001,550142,Botanic Gardens,,1,806,13670,1
GLNELG,3001,550143,Glenelg,,1,817,13680,1
GLNELG,3001,550144,Glenelg,,1,809,13672,1
BTANIC,3001,550145,Botanic Gardens,,1,808,13670,1
GLNELG,3001,550146,Glenelg,,1,818,13680,1
GLNELG,3001,550147,Glenelg,,1,810,13672,1
BTANIC,3001,550148,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550149,Glenelg,,1,819,13680,1
GLNELG,3001,550150,Glenelg,,1,802,13672,1
BTANIC,3001,550151,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550152,Glenelg,,1,820,13680,1
GLNELG,3001,550153,Glenelg,,1,821,13680,1
GLNELG,3001,550154,Glenelg,,1,812,13672,1
BTANIC,3001,550155,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550156,Glenelg,,1,813,13672,1
BTANIC,3001,550157,Botanic Gardens,,1,806,13670,1
GLNELG,3001,550158,Glenelg,,1,803,13672,1
BTANIC,3001,550159,Botanic Gardens,,1,808,13670,1
GLNELG,3001,550160,Glenelg,,1,814,13672,1
BTANIC,3001,550161,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550162,Glenelg,,1,805,13672,1
BTANIC,3001,550163,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550164,Glenelg,,1,816,13672,1
BTANIC,3001,550165,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550166,Glenelg,,1,807,13672,1
GLNELG,3001,550167,Glenelg,,1,815,13674,1
BTANIC,3001,550168,Botanic Gardens,,1,806,13670,1
GLNELG,3001,550169,Glenelg,,1,809,13672,1
GLNELG,3001,550170,Glenelg,,1,817,13674,1
BTANIC,3001,550171,Botanic Gardens,,1,808,13670,1
GLNELG,3001,550172,Glenelg,,1,810,13672,1
GLNELG,3001,550173,Glenelg,,1,818,13674,1
BTANIC,3001,550174,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550175,Glenelg,,1,802,13672,1
GLNELG,3001,550176,Glenelg,,1,819,13674,1
BTANIC,3001,550177,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550178,Glenelg,,1,812,13672,1
GLNELG,3001,550179,Glenelg,,1,820,13674,1
BTANIC,3001,550180,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550181,Glenelg,,1,813,13672,1
GLNELG,3001,550182,Glenelg,,1,821,13674,1
BTANIC,3001,550183,Botanic Gardens,,1,806,13670,1
GLNELG,3001,550184,Glenelg,,1,803,13672,1
BTANIC,3001,550185,Botanic Gardens,,1,808,13670,1
GLNELG,3001,550186,Glenelg,,1,814,13672,1
BTANIC,3001,550187,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550188,Glenelg,,1,805,13672,1
BTANIC,3001,550189,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550190,Glenelg,,1,816,13672,1
BTANIC,3001,550191,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550192,Glenelg,,1,807,13672,1
BTANIC,3001,550193,Botanic Gardens,,1,806,13670,1
GLNELG,3001,550194,Glenelg,,1,809,13672,1
BTANIC,3001,550195,Botanic Gardens,,1,808,13670,1
GLNELG,3001,550196,Glenelg,,1,810,13672,1
BTANIC,3001,550197,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550198,Glenelg,,1,802,13672,1
BTANIC,3001,550199,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550200,Glenelg,,1,812,13672,1
BTANIC,3001,550201,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550202,Glenelg,,1,813,13672,1
BTANIC,3001,550203,Botanic Gardens,,1,806,13670,1
GLNELG,3001,550204,Glenelg,,1,803,13672,1
BTANIC,3001,550205,Botanic Gardens,,1,808,13670,1
GLNELG,3001,550206,Glenelg,,1,814,13672,1
BTANIC,3001,550207,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550208,Glenelg,,1,805,13672,1
BTANIC,3001,550209,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550210,Glenelg,,1,816,13672,1
BTANIC,3001,550211,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550212,Glenelg,,1,807,13672,1
BTANIC,3001,550213,Botanic Gardens,,1,806,13670,1
GLNELG,3001,550214,Glenelg,,1,809,13672,1
BTANIC,3001,550215,Botanic Gardens,,1,808,13670,1
GLNELG,3001,550216,Glenelg,,1,810,13672,1
BTANIC,3001,550217,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550218,Glenelg,,1,802,13672,1
BTANIC,3001,550219,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550220,Glenelg,,1,812,13672,1
BTANIC,3001,550221,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550222,Glenelg,,1,813,13672,1
BTANIC,3001,550223,Botanic Gardens,,1,806,13670,1
GLNELG,3001,550224,Glenelg,,1,803,13672,1
BTANIC,3001,550225,Botanic Gardens,,1,808,13670,1
GLNELG,3001,550226,Glenelg,,1,814,13672,1
BTANIC,3001,550227,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550228,Glenelg,,1,805,13672,1
BTANIC,3001,550229,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550230,Glenelg,,1,816,13672,1
BTANIC,3001,550231,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550232,Glenelg,,1,807,13672,1
BTANIC,3001,550233,Botanic Gardens,,1,806,13670,1
GLNELG,3001,550234,Glenelg,,1,809,13672,1
BTANIC,3001,550235,Botanic Gardens,,1,808,13670,1
GLNELG,3001,550236,Glenelg,,1,810,13672,1
BTANIC,3001,550237,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550238,Glenelg,,1,802,13672,1
BTANIC,3001,550239,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550240,Glenelg,,1,812,13672,1
BTANIC,3001,550241,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550242,Glenelg,,1,813,13672,1
BTANIC,3001,550243,Botanic Gardens,,1,806,13670,1
GLNELG,3001,550244,Glenelg,,1,803,13672,1
BTANIC,3001,550245,Botanic Gardens,,1,808,13670,1
GLNELG,3001,550246,Glenelg,,1,814,13672,1
BTANIC,3001,550247,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550248,Glenelg,,1,805,13672,1
BTANIC,3001,550249,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550250,Glenelg,,1,816,13672,1
BTANIC,3001,550251,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550252,Glenelg,,1,807,13672,1
BTANIC,3001,550253,Botanic Gardens,,1,806,13670,1
GLNELG,3001,550254,Glenelg,,1,809,13672,1
BTANIC,3001,550255,Botanic Gardens,,1,808,13670,1
GLNELG,3001,550256,Glenelg,,1,810,13672,1
BTANIC,3001,550257,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550258,Glenelg,,1,802,13672,1
BTANIC,3001,550259,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550260,Glenelg,,1,812,13672,1
BTANIC,3001,550261,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550262,Glenelg,,1,813,13672,1
BTANIC,3001,550263,Botanic Gardens,,1,806,13670,1
GLNELG,3001,550264,Glenelg,,1,803,13672,1
BTANIC,3001,550265,Botanic Gardens,,1,808,13670,1
GLNELG,3001,550266,Glenelg,,1,814,13672,1
BTANIC,3001,550267,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550268,Glenelg,,1,805,13672,1
BTANIC,3001,550269,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550270,Glenelg,,1,816,13672,1
BTANIC,3001,550271,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550272,Glenelg,,1,807,13672,1
GLNELG,3001,550273,Glenelg,,1,815,13674,1
BTANIC,3001,550274,Botanic Gardens,,1,806,13670,1
GLNELG,3001,550275,Glenelg,,1,809,13672,1
GLNELG,3001,550276,Glenelg,,1,817,13674,1
BTANIC,3001,550277,Botanic Gardens,,1,808,13670,1
GLNELG,3001,550278,Glenelg,,1,810,13672,1
GLNELG,3001,550279,Glenelg,,1,818,13674,1
BTANIC,3001,550280,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550281,Glenelg,,1,802,13672,1
GLNELG,3001,550282,Glenelg,,1,819,13674,1
BTANIC,3001,550283,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550284,Glenelg,,1,812,13672,1
GLNELG,3001,550285,Glenelg,,1,820,13674,1
BTANIC,3001,550286,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550287,Glenelg,,1,813,13672,1
GLNELG,3001,550288,Glenelg,,1,821,13674,1
BTANIC,3001,550289,Botanic Gardens,,1,806,13670,1
GLNELG,3001,550290,Glenelg,,1,803,13672,1
BTANIC,3001,550291,Botanic Gardens,,1,808,13670,1
GLNELG,3001,550292,Glenelg,,1,814,13672,1
BTANIC,3001,550293,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550294,Glenelg,,1,805,13672,1
BTANIC,3001,550295,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550296,Glenelg,,1,816,13672,1
BTANIC,3001,550297,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550298,Glenelg,,1,807,13672,1
BTANIC,3001,550299,Botanic Gardens,,1,806,13670,1
GLNELG,3001,550300,Glenelg,,1,809,13672,1
BTANIC,3001,550301,Botanic Gardens,,1,808,13670,1
GLNELG,3001,550302,Glenelg,,1,817,13672,1
BTANIC,3001,550303,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550304,Glenelg,,1,802,13672,1
GLNELG,3001,550305,Glenelg,,1,812,13672,1
BTANIC,3001,550306,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550307,Glenelg,,1,820,13672,1
BTANIC,3001,550308,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550309,Glenelg,,1,803,13672,1
BTANIC,3001,550310,Botanic Gardens,,1,806,13670,1
GLNELG,3001,550311,Glenelg,,1,814,13672,1
GLNELG,3001,550312,Glenelg,,1,808,13674,1
BTANIC,3001,550313,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550314,Glenelg,,1,816,13672,1
BTANIC,3001,550315,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550316,Glenelg,,1,807,13672,1
BTANIC,3001,550317,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550318,Glenelg,,1,817,13672,1
GLNELG,3001,550319,Glenelg,,1,806,13674,1
BTANIC,3001,550320,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550321,Glenelg,,1,802,13672,1
GLNELG,3001,550322,Glenelg,,1,803,13672,1
BTANIC,3001,550323,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550324,Glenelg,,1,814,13672,1
BTANIC,3001,550325,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550326,Glenelg,,1,816,13672,1
BTANIC,3001,550327,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550328,Glenelg,,1,807,13672,1
BTANIC,3001,550329,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550330,Glenelg,,1,806,13672,1
BTANIC,3001,550331,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550332,Glenelg,,1,803,13672,1
BTANIC,3001,550333,Botanic Gardens,,1,804,13670,1
GLNELG,3001,550334,Glenelg,,1,814,13672,1
BTANIC,3001,550335,Botanic Gardens,,1,811,13670,1
GLNELG,3001,550336,Glenelg,,1,816,13672,1
BTANIC,3001,550337,Botanic Gardens,,1,801,13670,1
GLNELG,3001,550338,Glenelg,,1,807,13672,1
GLNELG,3001,550339,Glenelg,,1,804,13674,1
GLNELG,3001,550340,Glenelg,,1,806,13672,1
GLNELG,3001,550341,Glenelg,,1,811,13674,1
GLNELG,3001,550342,Glenelg,,1,801,13674,1
GLNELG,3003,550707,Entertainment Centre,,0,801,13673,1
GLNELG,3003,550708,Entertainment Centre,,0,802,13676,1
GLNELG,3003,550709,Entertainment Centre,,0,803,13676,1
GLNELG,3003,550710,Royal Adelaide Hospital,,0,804,13671,1
BTANIC,3003,550711,Entertainment Centre,,0,801,13669,1
GLNELG,3003,550712,Entertainment Centre,,0,805,13676,1
GLNELG,3003,550713,Royal Adelaide Hospital,,0,806,13671,1
BTANIC,3003,550714,Entertainment Centre,,0,802,13669,1
